Wall time,Step,Value
1744557053.51853,0,0.0
1744557178.3590488,1,0.005025125574320555
1744557300.5546076,2,0.01005025114864111
1744557423.2746565,3,0.015075376257300377
1744557546.520898,4,0.02010050229728222
1744557669.4269652,5,0.02512562833726406
1744557793.070747,6,0.030150752514600754
1744557916.132432,7,0.035175878554582596
1744558037.322997,8,0.04020100459456444
1744558159.451252,9,0.04522613063454628
1744558283.2042143,10,0.05025125667452812
1744558406.047014,11,0.055276382714509964
1744558528.8100276,12,0.06030150502920151
1744558651.5406575,13,0.06532663106918335
1744558773.2226174,14,0.07035175710916519
1744558896.17892,15,0.07537688314914703
1744559018.5308356,16,0.08040200918912888
1744559140.8070138,17,0.08542713522911072
1744559263.1755822,18,0.09045226126909256
1744559386.449683,19,0.0954773873090744
1744559510.6072533,20,0.10050251334905624
1744559634.9667678,21,0.10552763938903809
1744559758.3076816,22,0.11055276542901993
1744559881.567686,23,0.11557789146900177
1744560005.1826837,24,0.12060301005840302
1744560128.3838468,25,0.12562814354896545
1744560251.9787643,26,0.1306532621383667
1744560375.7356358,27,0.13567839562892914
1744560499.54242,28,0.14070351421833038
1744560624.5678992,29,0.14572864770889282
1744560749.2681289,30,0.15075376629829407
1744560873.3015487,31,0.1557788997888565
1744560996.7074614,32,0.16080401837825775
1744561119.1556942,33,0.165829136967659
1744561242.252159,34,0.17085427045822144
1744561365.6129043,35,0.17587938904762268
1744561488.4071972,36,0.18090452253818512
1744561611.6101348,37,0.18592964112758636
1744561734.8724842,38,0.1909547746181488
1744561857.235801,39,0.19597989320755005
1744561980.4383132,40,0.2010050266981125
1744562103.4598117,41,0.20603014528751373
1744562226.6842773,42,0.21105527877807617
1744562349.4261065,43,0.21608039736747742
1744562472.2238333,44,0.22110553085803986
1744562595.2120936,45,0.2261306494474411
1744562719.2667801,46,0.23115578293800354
1744562843.2088008,47,0.23618090152740479
1744562965.734653,48,0.24120602011680603
1744563088.0860698,49,0.24623115360736847
1744563211.3311956,50,0.2512562870979309
1744563333.194913,51,0.25628140568733215
1744563457.3309162,52,0.2613065242767334
1744563581.090388,53,0.26633164286613464
1744563705.4234984,54,0.2713567912578583
1744563828.1449873,55,0.2763819098472595
1744563950.6561973,56,0.28140702843666077
1744564072.7143047,57,0.286432147026062
1744564195.4587672,58,0.29145729541778564
1744564318.9854112,59,0.2964824140071869
1744564442.1311078,60,0.30150753259658813
1744564563.7513294,61,0.3065326511859894
